2.7787755102,3.4827755102,あしあと
4.4747755102,5.1227755102,あしあと
6.0827755102,6.8027755102,あしあと
8.0187755102,8.6027755102,あしあと
9.9227755102,10.6347755102,あしあと
12.0107755102,12.5867755102,あしあと
13.7227755102,14.4027755102,あしあと
15.8747755102,16.3867755102,あしあと
17.5707755102,18.2107755102,あしあと
19.2987755102,19.9707755102,あしあと
21.0747755102,21.7787755102,あしあと
23.0427755102,23.7067755102,あしあと
24.9227755102,25.5947755102,あしあと
26.9307755102,27.6667755102,あしあと
28.7227755102,29.3947755102,あしあと
30.5787755102,31.2747755102,あしあと
32.5947755102,33.2187755102,あしあと
34.2907755102,34.9227755102,あしあと
35.9627755102,36.5707755102,あしあと
37.6267755102,38.2667755102,あしあと
39.4507755102,40.1387755102,あしあと
41.3627755102,42.1547755102,あしあと
45.0747755102,45.7067755102,あしあと
47.0907755102,47.7147755102,あしあと
49.1627755102,49.8267755102,あしあと
51.0827755102,51.7787755102,あしあと
53.1147755102,53.7867755102,あしあと
54.9547755102,55.5707755102,あしあと
56.8907755102,57.4107755102,あしあと
58.6827755102,59.3947755102,あしあと
62.7707755102,63.4987755102,あしあと
64.6667755102,65.3627755102,あしあと
66.5867755102,67.3067755102,あしあと
68.5467755102,69.1067755102,あしあと
70.2987755102,70.9707755102,あしあと
72.0827755102,72.7627755102,あしあと
73.8987755102,74.5547755102,あしあと